411_4	1
411_5	4
412_1	3
412_2	4.5
412_3	5
412_4	5
412_5	2
413_1	4
413_2	4.5
413_3	5
413_4	3
413_5	1
414_1	1.5
414_2	1.5
414_3	4
414_4	5
414_5	1.5
415_1	5
415_2	2
415_3	5
415_4	5
415_5	5
416_1	2.5
416_2	3
416_3	3
416_4	4
416_5	3.5
417_1	3.5
417_2	3
417_3	3
417_4	5
417_5	5
418_1	5
418_2	2
418_3	4
418_4	2
418_5	2.5
419_1	4.5
419_2	3
419_3	1
419_4	5
419_5	4.5
420_1	4
420_2	5
420_3	5
420_4	5
420_5	1.5
421_1	4
421_2	5
421_3	2.5
421_4	4
421_5	1.5
422_1	2.5
422_2	5
422_3	2
422_4	5
422_5	3.5
423_1	3
423_2	5
423_3	3
423_4	4.5
423_5	4
424_1	4
424_2	4.5
424_3	5
424_4	4
424_5	2
425_1	1
425_2	5
425_3	5
425_4	5
425_5	4.5
426_1	3
426_2	5
426_3	2
426_4	1
426_5	1
427_1	2.5
427_2	3
427_3	5
427_4	5
427_5	4
428_1	1.5
428_2	1
428_3	2.5
428_4	3.5
428_5	5
429_1	1
429_2	1
429_3	5
429_4	1
429_5	3
430_1	4.5
430_2	1.5
430_3	4
430_4	3
430_5	1.5
431_1	2
431_2	1
431_3	1.5
431_4	1.5
431_5	5
432_1	2
432_2	1
432_3	1.5
432_4	1.5
432_5	5
433_1	1.5
433_2	4.5
433_3	5
433_4	1
433_5	1.5
434_1	5
434_2	5
434_3	2.5
434_4	5
434_5	3.5
435_1	1.5
435_2	4
435_3	2
435_4	1.5
435_5	1
436_1	4
436_2	4
436_3	2.5
436_4	2
436_5	3.5
437_1	3.5
437_2	4
437_3	4
437_4	5
437_5	5
438_1	5
438_2	1
438_3	2.5
438_4	1
438_5	1.5
439_1	5
439_2	4
439_3	4
439_4	1
439_5	5
440_1	2
440_2	5
440_3	1
440_4	3
440_5	5
441_1	2.5
441_2	5
441_3	4
441_4	3.5
441_5	4
442_1	2.5
442_2	5
442_3	5
442_4	2
442_5	4
443_1	2
443_2	3.5
443_3	3
443_4	3
443_5	4.5
444_1	4
444_2	2.5
444_3	5
444_4	2
444_5	3.5
445_1	5
445_2	1
445_3	5
445_4	4.5
445_5	4
446_1	2.5
446_2	5
446_3	4.5
446_4	5
446_5	1
447_1	4
447_2	1
447_3	1
447_4	5
447_5	5
448_1	4.5
448_2	3.5
448_3	2
448_4	4.5
448_5	3.5
449_1	1
449_2	1
449_3	5
449_4	1.5
449_5	1
450_1	4
450_2	4
450_3	4
450_4	2.5
450_5	5
451_1	1.5
451_2	2.5
451_3	5
451_4	4.5
451_5	3.5
452_1	1
452_2	4
452_3	3.5
452_4	3
452_5	2
453_1	3
453_2	2.5
453_3	5
453_4	5
453_5	3.5
454_1	1
454_2	1
454_3	1.5
454_4	1.5
454_5	3
455_1	1
455_2	1
455_3	1.5
455_4	5
455_5	1
456_1	4.5
456_2	1.5
456_3	4.5
456_4	1
456_5	2
457_1	1
457_2	1
457_3	1
457_4	5
457_5	3
458_1	5
458_2	3
458_3	2
458_4	1.5
458_5	1
459_1	4
459_2	2.5
459_3	2.5
459_4	5
459_5	3
460_1	2.5
460_2	4.5
460_3	3.5
460_4	3
460_5	1
461_1	5
461_2	2.5
461_3	4
461_4	5
461_5	5
462_1	5
462_2	2
462_3	1
462_4	4
462_5	3.5
463_1	1
463_2	4.5
463_3	2
463_4	5
463_5	1
464_1	5
464_2	4
464_3	5
464_4	2.5
464_5	4.5
465_1	2
465_2	2
465_3	3.5
465_4	5
465_5	2.5
466_1	3
466_2	4
466_3	5
466_4	5
466_5	2
467_1	2
467_2	4.5
467_3	4
467_4	3
467_5	4
468_1	2
468_2	2.5
468_3	1
468_4	1
468_5	5
469_1	5
469_2	3
469_3	4
469_4	3.5
469_5	4.5
470_1	4.5
470_2	2
470_3	4
470_4	4
470_5	5
471_1	4.5
471_2	5
471_3	1
471_4	2
471_5	2
472_1	1.5
472_2	3
472_3	4.5
472_4	2.5
472_5	1.5
473_1	1
473_2	5
473_3	1
473_4	1
473_5	5
474_1	1.5
474_2	1.5
474_3	2.5
474_4	1
474_5	1.5
475_1	3.5
475_2	4
475_3	3
475_4	5
475_5	3
476_1	1.5
476_2	3
476_3	1
476_4	2
476_5	1
477_1	4
477_2	3.5
477_3	3
477_4	5
477_5	4.5
478_1	1
478_2	5
478_3	3
478_4	1.5
478_5	3.5
479_1	1
479_2	2.5
479_3	4.5
479_4	5
479_5	3.5
480_1	2
480_2	1
480_3	5
480_4	4.5
480_5	3.5
481_1	5
481_2	4.5
481_3	3.5
481_4	1
481_5	3
482_1	2.5
482_2	5
482_3	2
482_4	5
482_5	3
483_1	4
483_2	1
483_3	4.5
483_4	4
483_5	4.5
484_1	1
484_2	2
484_3	1
484_4	1.5
484_5	4.5
485_1	1
485_2	5
485_3	3
485_4	4
485_5	4
486_1	5
486_2	1.5
486_3	1
486_4	3
486_5	3.5
487_1	2
487_2	5
487_3	4.5
487_4	5
487_5	2
488_1	3
488_2	5
488_3	3
488_4	5
488_5	3
489_1	5
489_2	5
489_3	2
489_4	4
489_5	2.5
490_1	2
490_2	5
490_3	1
490_4	1
490_5	1
491_1	1.5
491_2	2
491_3	1
491_4	5
491_5	2.5
492_1	5
492_2	4
492_3	2
492_4	5
492_5	1
493_1	5
493_2	3.5
493_3	2.5
493_4	2
493_5	2
494_1	3
494_2	2.5
494_3	1
494_4	3.5
494_5	5
495_1	4.5
495_2	4.5
495_3	2
495_4	4.5
495_5	3.5
496_1	5
496_2	2.5
496_3	1.5
496_4	4.5
496_5	4
497_1	5
497_2	3.5
497_3	4.5
497_4	3.5
497_5	4.5
498_1	4.5
498_2	4
498_3	1
498_4	3.5
498_5	5
499_1	5
499_2	5
499_3	5
499_4	2.5
499_5	5
